0.000000	0.000000	0.120327	0.120327	0.024252
17.650999	0.000000	0.113911	0.113911	0.016114
51.111099	0.000000	0.102493	0.102493	0.015899
84.571198	0.000000	0.093978	0.093978	0.040127
102.222198	0.000000	0.091366	0.091366	0.054575
0.000000	17.267300	0.140366	0.140366	0.024190
17.650999	17.267300	0.132710	0.132710	0.014284
51.111099	17.267300	0.118033	0.118033	0.018601
84.571198	17.267300	0.105901	0.105901	0.046227
102.222198	17.267300	0.101241	0.101241	0.061230
0.000000	50.000000	0.178721	0.178721	0.019851
17.650999	50.000000	0.169081	0.169081	0.008120
51.111099	50.000000	0.148723	0.148723	0.029947
84.571198	50.000000	0.130026	0.130026	0.061822
102.222198	50.000000	0.120916	0.120916	0.076966
0.000000	82.732697	0.209525	0.209525	0.009697
17.650999	82.732697	0.198564	0.198564	0.014664
51.111099	82.732697	0.174934	0.174934	0.048227
84.571198	82.732697	0.149682	0.149682	0.080537
102.222198	82.732697	0.137011	0.137011	0.093908
0.000000	100.000000	0.218589	0.218589	0.012011
17.650999	100.000000	0.207455	0.207455	0.026466
51.111099	100.000000	0.182904	0.182904	0.060117
84.571198	100.000000	0.155944	0.155944	0.090300
102.222198	100.000000	0.142011	0.142011	0.101788
102.222198	0.000000	0.091366	0.091366	0.054575
119.873299	0.000000	0.089815	0.089815	0.069223
153.333298	0.000000	0.091815	0.091815	0.089716
186.793396	0.000000	0.096418	0.096418	0.099736
204.444397	0.000000	0.099025	0.099025	0.100374
102.222198	17.267300	0.101241	0.101241	0.061230
119.873299	17.267300	0.097276	0.097276	0.075719
153.333298	17.267300	0.095701	0.095701	0.094024
186.793396	17.267300	0.097577	0.097577	0.101295
204.444397	17.267300	0.099182	0.099182	0.100806
102.222198	50.000000	0.120916	0.120916	0.076966
119.873299	50.000000	0.112779	0.112779	0.090250
153.333298	50.000000	0.104127	0.104127	0.103605
186.793396	50.000000	0.099338	0.099338	0.103549
204.444397	50.000000	0.098115	0.098115	0.099881
102.222198	82.732697	0.137011	0.137011	0.093908
119.873299	82.732697	0.124794	0.124794	0.104239
153.333298	82.732697	0.108324	0.108324	0.108769
186.793396	82.732697	0.098146	0.098146	0.101491
